text,labels
كده كده يا زمالك الدوري في الجزيره 	 عامل فيها بطل وهو بتاع بليله,1
العيش والملح بتاعكوا عملت غسيل معدة ورجعتوا,1
عضو مجلس شعب عامل زي المعلقة الخشب لا بتجيب ولا بيودي,1
هاي السنة فش احلى منها 🤯😂,1
حسيتوا بالزلزال ولا مبقيتوش تحسوا بالحاجات الضغيرة دى,1
انتا عايش في الالالاند ولا ايه,1
يا الف بركة يا ريت متقرفوناش تانى بقى,1
لسانك حصانك صنه,1
السعودية : لا أعرفه ، لذا لن أضيفه .المصرية :ايه ده نفس كليتي ، يبقى لازم أقبله ، أنا نقطة ضعفي زملاء الدراسة,1
الدنيا عامله زى الراقصة اللى رقصت للناس كلها وجات عندى أنا وتابت,1
المانجا النعومي مفيش زيها ابدا,1
يا خارجة من باب الحمام وكل خد عليه خوخة,1
لاتبتسم لطفل في الطائرة إلا إذا كنت تنوي قضاء الرحلة في ملاعبته .,1
انتي فاكرة نفسك .ست,1
الحيطان لها ودان,1
لما تخلص المصالح الحلو يبقى مالح,1
اللي عاجبه عاجبه واللي ما هو عاجبه ينتف حواجبه,1
ضحكولو تمد على طولو  هههههههههههه,1
علشان حته بطيخ عمل مشكله وصريخ,1
يا عينى على الحلو لما تبهدله الايام,1
واحد قال لمو بغيت نتزوج بوحدة بيضاء وطويلة وخدامة قالت له خد الثلاجة,1
بحب العسل بس النحل بيقرص,1
اجمل حاجه للكره المصريه فى ٢٠٢١ ان البدرى انزاح يا ساتر كابوس,1
الشعر عنوان جمال المراه وهي جوابها باين من عنوانه,1
من قير كوكا لا تحدثني عل قاز هذا راه بيت شعري,1
روح يا راجل شوفلك حته ناشفة اقعد فيها,1
السبع جاب السبوعة,1
دا سايق بسرعة جدا فاكر نفسه طيار,1
منين ممثله محترمه ومنين ربنا يتوب عليها من التمثيل (المحترم )!!,1
لما تحفظ اغنيه وتمشى تغنيها فى البيت واهلك بقولك ده لو المنهج مكنش تحفظة كده,1
بكره هتكون زي شكوش وحمو نمره كلهم بداو كدا وهيتكون عندك لامبرجيني,1
الله عليك يا بلاص المفهوميه,1
اللي على قلبه مراوح ما بشوف هيك ولا هيك,1
فاكرة نفسها اينشتاين وراحة تخش علمي علوم,1
نجحت ف الثانويه العامه بالزق وعامله فيها دكتوره,1
اخد ابن عمى واتغطى بكمى,1
أسمع كلامك أصدقك أشوف أمورك أستعجب,1
عامل فيها بطل وهو بتاع بليله,1
الناس بتشتري لب ولا اكننا في العيد مش في اعصار,1
شفت دي آخرة اللي يجي علي الولاية,1
الديك الفصيح فى البيضه بيصيح,1
شابو للي بيتسحر زبادي وبينام,1
ولسا حضرتك ياما تشوف انبهارات,1
داااااااااك الزين تقوول مارادونا,1
السنه الدراسيه الجديده هتبتدي والامهات كلها مبسوطه وابناؤهم,1
صفر /عشرة كتير لو فريق من درجة ثالثة كان لعب احسن منهم,1
البنت اللي تركت حبيبها صار عندها الX .. بقي ناقصها الايفون,1
سبحان العاطى الوهاب من بعد الشبشب والاوبئاب,1
وانت بقي فيلسوف عصرك؟ ماتنقطنا بسكاتك!,1
الواحد بيفكر نفسه حويط وكتوم لحد ما بيلاقى 50 أو 60 بنى ادم بيسالوه عن موضوعه,1
الغاوى بنقط بطاقيته,1
الناس كلها خير 🙃,1
كل ما أشوف صورتي في البطاقة أقول مش مهم الجمال المهم الأخلاق,1
محمد رمضان أخذ الدكتوراة الفخرية يالا سخرية القدر,1
زي ما رحتي زي ما جيتي,1
هى الفلوس اللى اديتهالك خلصت؟! -على حسب هتدينى غيرها ولا هتتخانق معايا🙂,1
محمد صلاح لديه خياشيم ويتنفس تحت الماء,1
قالوا للحرامي احلف قال جاك الفرج,1
الإسماعيلى بيلعب بالمدربين وعمال النادى,1
اكبر خطر يهدد الانسان في هذه الدنيا هو الانسان,1
كسم الضحك,1
نادي الزمالك نادي الوطنية والكرامة,1
لأول مرة الصين ناس ملاح صنعو المرض و اللقاح,1
والواد ده عبقرينو بجد,1
الى يعوزه البيت يحرم على الجامع,1
ظهرت معزاز كبير,1
هي اللي فالصوره دي عامله مظاهره عشان تتجوز ياخي من بختنا الأسود,1
البيت ده طاهر وهيفضل طول عمره طاهر,1
تعويره الوش مفيهاش معلش,1
ياعم انت فاكرني جدو اول ما انزل هجيب جون,1
دا انت هزارك عسل,1
اعطي الريح لرجليك,1
السوشيال قربت كل العالم من بعضه الا العرب فرقتهم,1
و جاي علي نفسك و صاحي بدري أوي كده ليه,1
مبقاش عندى خلق اكحلها أنا حاليا يعميها على طول,1
كوكب اليابان ❤️ حد يجيب مجلس الوزارء يفرجهم ع الموسم ده,1
ماشاء الله عليكوا بتقنعونا كل مدى ان اللقاحات زي عدمها شابوه بجد,1
ده فاكر نفسه احمد زويل ههههههههه,1
خلي بالك يا ريس المرة دي التالته تابته,1
بيقولك مصر فيها اتنين طه حسين عميد الادب ومرتضى عميد قلة الادب,1
مبولحي اذا دوش تسما راهو يبذر فالماء,1
اطفي نور الأوضة وولع شمعة هتلاقي خيالك فضفض معاه,1
اللي مستني امل قوله أمل اتمسكت علي الدائري,1
لا عاوزين تنجحوهم ولا عاوزين تغششوهم ينتحروا يعني,1
قالوا للحرامي احلف قالهم وحياة قلبي وافراحه,1
متبقاش خنزير و تتنمر علي اي حاجة,1
انت هتصيع على مين ياض,1
جا يكحل لها عماها,1
احنا اينعم حالنا زفت ومفيش صحةولا تعليم ولاقضاءولااقتصاد قوي بس ثانكس جود مساحة دولتنا اكبر من مساحة دولة الكويت,1
الامور منيحة و النفسية اعلى من هيك فش,1
دى فاكره نفسها صوفيا لورين,1
عمل زى اللى رقصوا على السلالم لا اللى تحت شافهم ولا اللى فوق سمعهم,1
النجار اللى عمل الشبابيك اللى فى الشقه عندك سبعه صنايع والحظ ضايع,1
عادل امام في حنفي الابهة حاجة رهيبة,1
هذا وش راه يدير ، حاط روحو حمّة,1
عيش حياتك واستمتع بيها ساعه الحظ ما تتعوضش,1
انا مش هعمل دايت عشان ده يعتبر رجيم والرجيم اسم من اسماء الشيطان وده كفر نكفر يعني ولا ايه,1
جميل بصراحه عندنا الولد يبقي 25 سنه ويرفع رجليه ع الحوض علشان يتوضي بالعافيه 😂😂😂,1
الناس اللي فاكرين نفسهم محور الكون دول طيبين اوي,1
"يقولون ان الزواج كبرميل العسل اوله عسل و اخره مر , اما ان اعتقد اني بداته من الأسفل",1
احنا تفوقنا علي امريكا بالاهتمام باولادنا في الخارج,1
تبع الكذاب لباب الدار,1
عليا الطماطم انت صح ياض,1
يا عم أصاحب مين ده عشري باع ابراهيم,1
أحنا خرجنا من مرحلة وغي المواطن لمرحلة جدعنة الفيروس,1
ده عاملى فيها ابو العريف,1
بتحذرو بعد ايه مصر كلها عندها دلتا,1
يا جمال صوتها دى ام كلثوم زمنها,1
روحى الهى وانت جاى يصدمك تورماى,1
كان القرد نفع نفسه يسطا,1
الل ياخد المقصد بدون نية الهي تركبه جنية,1
الحب في القلب زي عضة الكلب,1
الواد دا حكايته على الله,1
خطوبه يومين علي البحر قليل,1
انت فاكر نفسك بروس لي,1
السبوبه خلصت الناس روحت من الساحل وصرفو فلوسهم خلاص .. نرجع بقي ندور ع سبوبه الشتاا عشان ده اكل عيش ياعمنا,1
رياض محرز  ينقذ سمكة من الغرق، الله على اخلاقك يا فخر العرب,1
مستنين شهر أبريل عشان يكذبون فيه على أساس أنهم ملايكه طول السنه,1
متلمي نفسك إنتي وبنتك يٱولية,1
لا الشعب المصري الصراحة ناقصها بس الايفون iPhone 13 Pro Max,1
سنة 2020 فاضلها تنين مجنح وتقفل علي كدة,1
طيب خد عمك حسام البدري فى ايدك و مسمعش صوت حد فيكم,1
يبني البلد دي لو فيها خير مكنش ربطو الكبايه ف الكوردير,1
طب مبلاش سيرة قفشه عشان فيه بوابين هنا وبيتخضو,1
تقريبا العروس مكنتش مصدقه انها ها تتجوز,1
هيموت ويلعب و يكمل ف العزبه خايف اليغمه تروح عليه,1
غدوة نشاء الله نوض على جيبوتي تاع صباح,1
كل يوم يركب الموصلات العامة وينتقدها مش عاجبك اركب تاكسى او روح شغلك بالطيارة بتاعتكوا,1
شهر مايو بداء استعدوا بقي لليفل الخامس,1
كلام الناس لا بيقدم ولا ياخر كلام الناس ملامه وغيره,1
ليه هو مفكر نفسة مجدى يعقوب ...ايه ياعم!!!,1
محدش يصدق الحضري الواد ده ده ممكن يبيع خطه اللعب للفريق المنافس,1
قالك رئيس المغرب هو أمير المؤمنين تاع هذا الوقت 😂,1
جايب 5 من  10 في الامتحان ده انت تيجي تذاكرلنا بعد كدة,1
هل تعلم أنه عندما يغضبك أحدهم فأنت تستهلك 42 عضلة للتكشير في وجهه،بينما لا تحتاج أكثر من 4 عضلات لتشمطه كف,1
اصبر يا عم علينا على الفلوس اللى ليك عندنا هو احنا هنطير,1
الف مبروك للسباح المصري حصوله علي المركز الثامن من اصل تمن مشاركين الحمد لله انه مغرقش,1
دمه خفيف أوي,1
وصلنا لمرحله  ان اللي يسوق جالس يطقطق بالجوال   واللي جنب السواق منتبه للخط😱😰🔫,1
دي موضه وقولنا عااادي بس بس تقفلوا البلكونه وتفتحوا البدروم ينفع ....,1
اغلب الابراج مسمينها ب اسماء حيوانات لأن مايصدقها الا الحيوانات,1
الواد دا فاكر نفسه جهبز,1
بعض الأشخاص يمتلكون رؤوس لا يستفيد منه إلا الحلاق,1
انت مفكر نفسك ابو تريكة ولا ايه,1
عملت ايه يا شب الناوية,1
انسهل التلفون,1
كلمة يا ريت ما بتعمر بيت,1
ال تحسبه موسي يطلع فرعون,1
اقسم بالله انتوا شعب بتحبوا الشو دي سمكة تونه,1
نبقي نعمل الدايت فالاخره بقي,1
لا وانت الشهادة لله وفي اوي,1
عامل زى ابو الفراجين معندوش يا اما ارمحينى,1
نحن نختلف عن الاخرون خالص,1
دا فاكر نفسه جاستن بيبر,1
انا نفسي اروح مكان ميكونش فيه سرنيخ ابن يومين,1
كاليتي شغل ماتش مرسوم بطباشير,1
الحضري السد العالي,1
اكفى القدر على فمها ..تطلع البنت لامها,1
حسام البدري بياخد ٨٠٠ الف في الشهر بيلعب ٥ ماتشات في السنة بيتعادل منهم ٤ يعني النقطة واقفة علينا بمليون ونص,1
في منك على موز,1
الله يخربيتكم خلتونا زي الغفر بتاع الدورية في عيون اجوزانا,1
اللي بيته من إزاز ميحدفش الناس بالطوب,1
الماء والخضره والوجه الحسن,1
لا تكثري اكل عشان ما تصيري دبة,1
شد عليه السفون,1
حارس المرمي يشعر بالملل مع خمسه أخرون,1
فهمو ع قدو,1
تروسيكل بيتحرك لوحده زمن الهلس بعينه احنا ف بحر الهلس واللهي اخوالنا,1
كان ديكان يعيشان في سلام حتى ظهرة دجاجة,1
انت لا محصل رونالدو ولا ميسي,1
الغريب اعمى ولو كان بصير,1
أصعب  شعور لما تسال سؤال في قروب ومحد يرد عليك وبعده يسولفون بموضوع ثاني يجيك احساس أنك لمبه بالحووش مشغلينها الظهر,1
انت شايفني كيس جوافه,1
ويندوز احسن نظام تشغيل بالدنيا,1
ايش تعمل الماشطة فى الوش العكر,1
يوم القيامة يوم الجممعة الجاية,1
ساصدق قزانة الدشرة و مانامنش اتصالات الجزائر استغفر الله العظيم,1
حنا الماليك تعنا يعطينا البنان عاش الماليك هههه,1
موهبة مظلومة تستحق الظلم أكثر,1
المسلسلات الهندي دي ميتزهقش منها خالص واحداثها سريعه,1
سعادة بطني أولا ثم سعادة الناس,1
عادت ريمة لعادتها القديمة,1
دة فاكر نفسة دييغو مارادونا,1
مافي حدا مثله يضحك عليك,1
دا واد خلاصة كييف مصاصة,1
هوا ينفع المية ترجع لمجاريها يا حج . ينفع بس هترجع وسخه,1
المية تكدب الغطاس,1
طالما البرص مشفش الشبشب هيفضل فاكر نفسه تمساح,1
قليل البخت يلاقى العظم فى اللحمة,1
ياويلكم ياويلكم ب برنس الفصول وفخر المناخ وهبة ميل الأرض عن محورها,1
وفد بحالوا لوقف شاكوش .... نحن دائماً نجعل من البرص تمساح,1
احترس من قرني الثور وحوافر الحصان وابتسامة بعض الناس,1
الي يحبك يبلعلك الزلط والي يكرهك يستنالك الغلط,1
برضك هنتجوز تاني من بتوع لبنان هات اربعه يبني من بيروت,1
وعرفت ازاى انك فقدت الشغف مابقاش عايز اجيب السياره الراقصة,1
فاكر نفسك عبقرى,1
قال يعنى الريح حتبقه نسمة لو الشجر ينحنى,1
مع احترامى لكل انواع الكافيين ومشتقاته بس مافيش حاجة بتسهرنى زى خيبتى,1
صبح على اى رجوله ومسي على كل الناس,1
هالشب أطول من يوم الجمعة,1
"مايقهرك إلا الصراف يوم تسوي كشف عن الرصيد يطلع 0,26 ريال ويقولك : هل تريد إجراء عملية اخرى ! يعني وش بتعطيني علك طلع البطاقه طلعت روحك",1
ايه يا واد الذكاء دا كله,1
تسلم النحلة اللى جابتك ياعسل,1
ماتاكلش دماغي أنا مش ناقص,1
العرب ظاهرة صوتية غير موزونة وغير مقفاة.,1
كنت حاسس نفسي بتفرج علي الجونه وحرس الحدود اقسم بالله,1
عارف لما تكون لوحدك بالليل وتحس أن فى خيال وراك وتلف ومتلاقيش حاجه دى بختك اللى ملازمك فى كل حته,1
فى ناس لو الأرض انشقت وبلعتهم  الأرض هيجيلها تسمم,1
دق الطاسه تجيك ألف رقاصة,1
ما يبقى في الواد غير حجارو,1
الحمد لله ماعدت بحاجه لعلاج الضغط والسكر مروان محسن مشى من الاهلى,1
الحمدلله ايفون 8 كدا سعره هينزل ابقي اجيبه بقي,1
سيبك منه يا عم ده يومه بسنة,1
ايه الجو النار ده أمال هنعمل ايه في يوليو وأغسطس,1
المرتبات الكبيرة دى بتاعت العيال التوتو أما صراع البقاء على قيد الحياة لاخر الشهر ده للرجالة,1
قال للاعبين ما تقابلونيش كي المخطوبات,1
الجهاز هون كثير ممتاز و ما بعلق ابدا، صرلي ساعة بستنى,1
فري فاير فاكرة نفسها احسن من ببجي,1
نافخلي نفسه وعاملي فيها جاكي شان,1
مؤكد العربية ديه حتنطلق للخلف بتوجيهاتكم,1
جت الحزينه تفرح شغلت شريط حكيم وقعدت ترقص,1
الليمون اللى هتعسره ع نفسك بكام,1
متعمليش فيها محمد صبحي يا عم انت,1
هو أنت كدة عايش؟ يا بني دا أنت ميت بالحياة,1
الحكم مدي 3 سنين وقت بدل ضايع,1
وهناك من يمشي بثلاث فردات من الأحذية اثنتان في رجليه، وواحدة في رأسه,1
من كتر بطولات الزمالك مش لاقى مكان فى النادى يشيلهم فيه,1
ملقوش فى الورد عيب قالوا ده احمر الخدين,1
أكيد نفخت عند عجلاتي .. أصل ده مش شغل دكاترة تجميل,1
استمرارية القهوة لا تعنى حتمية الفوقان,1
"لإَ تنخدُع في منظر إَلنإَسُ يإَخۉۉڪْ شف إَلبحَ‘ـِـِر .. شڪْلـہۧ حَلۉ بسُ .........  مإَلح .!""",1
اكيد الشيخ اللي قال الفتوى دي مراته قارصه عليه حبتين,1
اشتري دماغك وفكك يا ريس,1
زى الديب طبعه غريب ان شفته هرب وان ماشفته وثب,1
أصوم أصوم وافطر على بصلة,1
حاضر ماشي هتجوز بكرة خطوبة وبعد بكرة هتجوز,1
ماشالله حسام البدري اللعيبه اللي من دهب معاه تراب,1
حاسب روحو عنتر زمانو   ههههههههههههههههههههههههههههههههههههه,1
محمد صلاح فخر العرب,1
يلي حظها قوي بتجيب البنت قبل الصبي.,1
قبل ما تتكلم على عيوب الناس ابقى خدلك لفه على نفسك الاول,1
الاكل فى الشبعان خساره,1
دى فاكره نفسها الام تريزا,1
عارف سعر ايفون اكس بكس فيكس شيكس كام,1
راك تفكر روحك اديسون,1
يخرب بيت خفة دم ابوك وامك اللى جابوك,1
جوعه وراحته ولا شبعه وصواعته,1
تقول تجري موراك الكلاب,1
الجواز زى الحمام الى جوه هيموت ويخرج والى بره هيموت ويدخل,1
كله حمله امال مين اللي هتيضرب,1
ظهور جزء جديد في ذراع الإنسان تصريح طبي جديد ده يعني الدراع بينبت نسقيه,1
ده بني ادم ما يعرفش طز من يفتح الله,1
عندما تخبئ السناجب الاكل فوق الشجر للشتاء تأتي الزرافة برقبتها العالية وتسرقه وتأكله ولذلك سميت زرافه لانها تزرف اكلهم  معلومة من كيسي,1
الـتـثـاوب: هو طريقة الجسم   في التعبير على أن 10% من  البطاريه متبقية,1
طلبت نملة من فيل استعمال المايو فرفض لأنه اعتقد أن النملة ستوسع المايو ههههههههههههههههههههه,1
عام الجيفة يسمانو الكلاب,1
اللي يموت يوصيك باولاده,1
فينيسيوس أفضل لاعب فى المجره,1
انا مليش في اللف والدوران,1
العنزة الجربانة ما بتشرب الا من راس النبع,1
ده ميعرفش اي بتنجان خالص,1
فى ناس زى النسكافيه ثلاثة فى واحد يتكلموا معاك وعنك وعليك,1
لابق للشوحة مرجوحة ولام بريص قبقاب,1
ماطار طير وارتفع الا وكما علا وقع,1
سيبك منه دا في الكنافة,1
هذاك العبد راهو حاسب روحو رومبو,1
ممكن أتدخل فى حياتك الشخصية طبعا اومال ادخل تعالى كلهم جوا,1
الناس كانت بتخاف ع الكوبايه وبتربطها ...الحمد لله عدينا المرحله وبقوا يشيلوا الكولدير كله,1
يا افلاطون,1
تشرق واحنا فى القصور وتغرب واحنا فى القبور,1
محمد رمضان واخد الدكتوراة ف الضحك,1
نفسي اعرف بنت و اقولها كام المهر تقولي يا رجاال عيب مو بينا,1
صاحب الحق سلطانا,1
لا تفتخر اذا كان لديك اصدقاء بقدر عدد شعر راسك فعندما تحتاجهم ستكتشف انك اصلع,1
ياما في الجراب يا حاوي,1
محدش شاف ترامب يا جدعان ؟ أصله كان بيقول انه متفوق على بايدن في الاصوات,1
رايحه فين ياحلوه رايحه احيب اومو,1
أنا وحظي متفاهمين جدا أنا اعلم أنه سيئ وهو يعلم أني لا اعتمد عليه أبدا,1
الى مايحب النسوان الله يبعتله عله,1
لا يقدر علي البايرن إلا الله 😂,1
ده عامل نفسه عبده العبيط 😀,1
قالو يا بنت لو كنتي وحشة لازم تحاولي تكوني نغشة,1
فما واحد بخيل جدا عرس مشى لشهر العسل وحدو هههههههههههههههه,1
راك تلعبهالي رومبو,1
دة عامل فيها تامر حسني,1
نفض يا مان كبر ايزى ايزى,1
مروان أسطوره كروبه تستحق أعتزال كره القدم,1
اللهم طولك يا روح,1
لسانك سباب بلاك,1
ياللي بلاصص عضه اسد ولانظره حسد,1
حارتنا ديقة ومنعرف بعض,1
سكران يضرب في ميت لا الأول داري ولا الثاني حاسس به,1
ده فاكر نفسه عمر دياب,1
أشعر بالوحدة التي شعر بها أخر ديناصور قبل انقراضه,1
ياكل في في الغلة و اسب في الملة,1
كي كان حي مشتاق تمرة وكي مات علقولو عرجون تمر,1
تسمع كلامه تقول ميسي تشوفه ف الملعب تلاقيه طارق حامد,1
راك كي الشمس ضويتلنا الحالة,1
علي فكره احسن من علي سهوه,1
ترامب دا لو فى منه اتنين العالم كان مات من الضحك,1
ابوي  لو يبنشر الكفر معي   قال من هالتضليله اللي انت حاطه “̮,1
خلصت الاكل كله وف الاخر هفتانه,1
دراسة طبية أن الحشيش بيعالج الكورونا,1
ليست المشكلة انى فائق الذكاء ولكن انى أقضى كثير من الوقت فى حل المشاكل,1
و سعاد حناكة هنا عايزة 100 الف جنيه مهر,1
ابوها راضي ، وانا راضي وانت مالك يا قاضي؟,1
اللي يقول الايام تمشي بسرعة جرب تطفي النت يوم وشوف,1
التفكير في اللي ضاع مايجبش غير الصداع,1
انت اكيد مش انت وانت جعان ، كل كويس احسنلك,1
أبوك البصل وأمك التوم، منين لك الريحة الحلوة يا مشؤوم,1
اما انتو جريده فيها هيافه استغفر الله العظيم,1
المصريين للسيسي احنا اللى اكلنا الجبنة,1
يا داخل بين البصلة وقشرتها ما ينوبك إلا صنتها.,1
أحب في الدنيا ثلاث.. (أمي ـ ماما ـ الوالدة),1
اطبخى ياجاريه كلف يا سيدي,1
و ده الزمالك اللى منيم أفريقيا من المغرب بس هو مجهد شويه,1
الله ونعم الاختيار مصر البلد اللي مفيهاش فساد طبعا فلازم تستضيف هذا الحدث العالمي,1
اللي يعمل خده مداس يتحمل رزالة الناس,1
فيفي عبدو الام المثالية,1
ولاعة محمد صلاح مش عايزة تولع خايفة على صحتنا  الله على اخلاقك يا  فخر العرب 😂?😍,1
الحلو حلو لو قايم من النوم والوحش وحش لو غسل وشه كل يوم,1
عندما أتذكر أن هناك فتاة أدين لها بخاتم و مبلغ من المال تلقائياً أشعر بالنعاس.,1
الفنلات الحمالات دي بقيت بموت فيها بسبب جوزي قاعد بيها ليل نهار,1
الرئيس ترامب افضل رئيس موجود على مجرة درب التبانه,1
ومالوا براحتك يا كبير هو أنت حد هيحاسبك,1
ده فاكر نفسه عمرو موسى,1
ارسل دينارك و اقعد في دارك,1
مبروك يا شمشمون انت عملت حاجه ملهاش اى تلاتين لزمه,1
براحة على نفسك ليطق لك عرق,1
شكلك فاهم يا نصه,1
ده فاكر نفسه نجيب سويرس,1
ياداخل بين البصله وقشرتها حط قطرة علشان هادمع من ريحتها,1
لاعب كره مخلص يسيب النادي بتاعه ويروح نادي اصغر علشان المرتب اعلي,1
سلاما على من احبونا رغم عيوبهم قصدك رغم عيوبنا لا احنا مابنغلكش,1
دي اشكال راح زمن الفن الجميل فين ايام حمو بيكا,1
الي يتلسع م الشوربه ينفخ في الزبادي,1
صاحبك الحقيقي هو اللي تقوله يا حمار يقولك نعم,1
عظيمة يامصر اختراع جهاز الكفتة لعلاج الايدز,1
الجواز ده عامل زي الحمامات العموميه,1
ده واحد ما يعرفش كوعه منبوعه,1
عايز حد يفهمنى ازاى يبنو مستشفى فى اخر الدنيا يعنى الناس اللى عايزة تدخلها هتطير,1
ليلي طاهر والله افتكرتها ماتت سبحان الله ... انتي ليسه عندك شروط كمان,1
اتغدى بيه قبل مايتعشى بيك,1
اسمحلي أتدخل فى اللى ماليش فيه انت يستأذن ياجدع اتفضل ده كلهم جوا,1
يا عيني عالادب والأخلاق اللي بتنقط,1
اذا كان الكلام من فضه فالسكوت من بلاستيك,1
يا مخلف البنات يا شايل الهم حتى الممات,1
قصقصي ريش طيرك قبل ما يلوف على غيرك,1
اوركني واصدر نفسك وأعطي الغشيم الاجنحه,1
غلطه انك تدخل الحمام وتنسىٰ جوالك بالغرفة ابو الملل ! مالك إلا تقعد تقرأ فوائد الشامبو,1
هل تعلم أن عقل المرأه يستطيع الاحتفاظ بالأسرار كحد أقصى لمدة 48 ساعه !!,1
الشاب السعودي لو تدق عليه شغاله بالغلط عادي يرجع يدق عليها ويقولها : ترا ارتحت لصوتك وانتي غير عن كل الشغالات ☺,1
الحلو حلو من يومه حتي لو قايم من نومه,1
الاهلى والزمالك دايما يناقروا فى بعض ناقر ونقير,1
اضحك يعني ولا اقول لامك ايه دلوقتي,1
كل يوم رايح جاى يسخر من الناس وهوه مسخرة,1
الطفل المصري اذكى طفل فى العالم,1
دي دموع تماسيح,1
مالقوش العيش ياكلوه جابوا لهم عبد يلطشوه,1
