text,labels
"""@WAZJ81 @a4EaA6ogaKArvKT @hjab2030 @a_1k2 العصابة الوهابية تحارب جبهة النصرة وتركت جيوش المجوس تسرح في حلب ههههههه""",4
"""@MMagadli هههههههههههههه كمان حكاها بشار الأسد بعد ما صلى العيد بداريا! https://t.co/TN0ga1HahA!""",2
"""#ماجدة_واصف: لا أعرف من هي #سما_المصري و #مهرجان_القاهرة_السينمائي لم يوجه الدعوة لها #مصريات https://t.co/Nj9qYBZymB""",4
"""RT @AAN_KSA1: ⁧#الارهاب_صناعه_امريكيه_لاسعوديه⁩ ⁧#قانون_جاستا⁩محمد الملا يتكلم عن مذكرات هيلارى كلنتون https://t.co/KMf4l24SOw""",4
"""@Yaqoobzz قبل كنت اتابع فيدرر بس كرهت نادال يوم طلع""",1
"""#شمعة الكترونية لمستخدمي #أجهزة #أبلhttps://t.co/8LikGFNvm9 https://t.co/hV8W8RYY2w""",4
"""@KarMostafa @shakerrzalloum @YouTube صار #حزب_الله مثل #فيلق_القدسيتحدث عن فلسطين وهو يقتل العرب ويدمر حلب""",2
الإعلامي عكاشة اتغير 180درجة بقي بيبرر ارتفاع جميع الأسعار علي المواطن محدود الدخل بكل الوسائل وبقي زي القط الاليف هي مرتبات الاعلاميين بتعمل كدة,4
"""@Fa6ma_352 @Aldousri85x جستن بيبر 🌚""",4
"""#حماس ما بعد #مشعل.. بعيون #إسرائيلhttps://t.co/n3tBMfsxsx https://t.co/P0rc6PWIJm""",4
"""حواري مع النجمة الذهبية #نوال_الزغبي على صفحات جريدة الوطن وتصرح: الآن أصبحت ناضجة! @NawalElZoghbi @al_watanQatar… https://t.co/7nsn4LZUXH""",4
"""الانفاق قاتلة الجنود والمدرعات في #حلب #جبهة_النصرة اشترت من #داعش أسلحة من #تدمر - https://t.co/UMx9fAVC09 https://t.co/qsBafhETU4""",4
"""@wp_fadii لا انا انصحك تعدل لغتك العربية بعدها تدخل الجامعة.""",0
طول م انا بتخانق وبعاتبك يبقا لسه باقيه عليك وبحبك المصيبه بقا لو بطلت اعمل كدا اعرف انك مبقتش تهمني ولا تفرق معايا.,4
"""@nojoom19 @CyrineAbdlNour @NESREENTAFESH @nadinenjeim نادين نسيب نجيم😌😍😍""",4
"""@mohanadxoxo اليوم يمكن اجاني نوتفكيشن حسيت حالي بحساب جستن بيبر يعمي""",2
"""RT @Alkhedheiri: اللهم كما نصرت عبدك موسى في مثل هذا اليوم فأنصر عبادك في #العراق و #سوريا و #اليمن نصرا عاجلا و نسألك أن تحمي وطننا وجنودن…""",4
محد صاح https://t.co/dvS94UFsHG,4
"""@naji_demani @MousaAlomar يعني على اساس لو ما حلف الناتو والسعودية وتركيا وقطر كنتوا اساسن حسنتوا تسيطروا على مخفر""",1
#الاهلي_ضمك_دوووري_المحترررفينإذا أراد أحدكم الكلام فعليه أن يفكر في كلامه فإن ظهرت المصلحة تكلم وإن شك لم يتكلم حتى تظهر.ZIMMd,2
"""كارثة يرتكبها كل من يقول أن #المولد_النبوي بدعة#الإسلام #أهل_السنة #ألأزهر #المولد_الشريف #الدعوة_النجدية https://t.co/X5VHckEnwo""",4
"""@drsunhat الله يرحمه ويعفو عنهكان من حزب الخونهاللهم تجاوز عنه واغفر له وامسح ذنوبه يارب""",4
"""اللهم أنصر أخواننا في حلـب وارحم المستضعفين منهم واجعل تدبير اعداءهم في تدميرهم وعجّل لنا بنصـرهم يارحيم… https://t.co/si8E0Z6aej""",4
في قلبي رجل M❤️                            يلغي كل رجال https://t.co/AQpIJN01g8,4
"""#مباريات_الخميس 15 ديسمبر#ريال_مدريد_كلوب_أمريكا#الشباب_الإتفاق#الباطن_الفيصلي#الجيش_الغرافه#جنوى_فيورنتينا. https://t.co/eD5We9jRUW""",4
"""اتفاق بملياري دولار بين #الصين و #مصر لتبادل العملات | Eurasia Diary https://t.co/FYqhmLrAYZ с помощью @EurasiaEreb #egypt #china #economy""",4
"""إثر هجومهما ""الهمجي"" على #حلب.. البيت الأبيض يحذر الأسد و #روسيا#سوريا #واشنطن #روسيا_تحرق_حلب #تدمير_المشافي""",2
"""@NI3NA3 اقلها اليمن مستقره نوعاً ما ،اما حلب فكم دوله تحارب سوريا ولا زال السوريين يدافعون عن بلادهم اللتي تدمرت بسبب روسيا""",4
الله ياخذ جاك على هالجوده زين,4
"""نتحمل مسؤولية الحفاظ على الرسائل من بعد تنسيقها بحيث لا يمكن الوصول إليها إلا من قبل صاحب الرسالة.… https://t.co/bjqc347lmX""",4
ممثل الجمهورية العربية السورية يسترجع نزار قباني وذكرياته في المدرسة #syria,4
"""@amrmsalama بنعتذر لحضرتك يا فندم علي التاخير.. سيتم اقلاع الرحلة في تمام الساعة 18:00 UTC تحت رقم 1800 بدلا من 800 بنتمنالك رحلة سعيدة.""",0
صرت موا 🙈,4
#انتخبوا_العرص بقت مكتوبة ف كل شوارع #مصر,0
"""هاري بوتر يعود من جديد 🐥😂😂😂 https://t.co/6BpABMDRSf""",0
"""جبير ايه ؟! دا وزير الشؤون الخارجية القطري ذات نفسه عندنا بس عشان اجتماع الجامعة العربية ... https://t.co/WcDbB86jXO""",4
"""يوسف الحسينى يسب السعودية لقطعها المساعدات عن سيسى: يا شحاتين ياارهابيين احنا يا ما اديناكم رز ومحدش حماكم غيرناhttps://t.co/JejrzcCTPa""",1
"""RT @algepally: شاهد: كيف كشفت روسيا إطلاق صواريخ باليستية إسرائيلية وأمريكية تجاه سوريا https://t.co/ABhD8b7YmD via @sputnik_ar""",4
"""@BoHomoud007 نفس من عبدوا كاسترو من العرب يعبدون الولي السفيه و بوتن اليوم.""",4
@almaith_3a @HGH__18  نشطتها مال هاري بوتر احس 😂,1
#مررررررزوووق_فاااااااالح_الحححححبييييينيالولي،t6c,4
#كلنا_ااالدلمانيتدريجيًا بدأت افقد القدرة على إنشاء صداقات وفتح حوارات طويله.. او أي شيء يحتاج بداية.JzoX,4
ألحين العيناويه مأبيسكتون تري الوحده ناقص 8 لاعبين واجانب محد ويلعبون بالصغار !،...  واضح,4
هههههه شخص برمضان أذكر كتبت له نصيحه وسوا ريتويت لكلامي وخله اللي عنده يهاجموني واتفاجئ بوجوده معاي بمااده #سُخريه القدر,4
يارب لم يعد للقلب متسع لمزيد من الحزن.,4
"""امين عام الجامعة العربية يبحث مع مبعوث اممي تطورات الاوضاع بالاراضي الفلسطينية المحتلة https://t.co/wDnxaKzmTf""",4
الحقيقة اللي مش عايزين يفهموها ان النقد لو مكنش بالطريقة النضيفة دي كان هيبقى في شتايم وقلة ادب وهيزعلوا بجد   #باسم_يوسف,4
"""@Yaqoobzz حاليا نوفاك قبله نادال قبلهم فيدرر الافضل على الاطلاق""",4
#اليوم_العالمي_للغة_العربية يفترض لها كل يوم وكل ساعة؟ لغة القرآن الذي نتلوه يوميا لغة التعليم المدرسي لغة العبادات لغة امة الخير,4
يا رب,4
"""#ليبيا | #عاجل: إشتباكات مسلحة بالقرب من فندق #ريكسوس بالعاصمة #طرابلس.""",4
منع حازم عبد العظيم والسيد البدوى اكبر انصار الانقلاب العسكرى من السفر يمثل تطبيقا لمبدأ صاحب الحمير اضرب المربوط يخاف السائر,4
زمان كنت اغرد في السياسه وقالوا قديما السياسه نجاسه الحمد لله اني تطهرت من تلك النجاسه #معكم_أدهم #مصر #التحرير # #مرسي_رئيسي #السيسي,0
"""RT @W00LF101: اللهم أنتقم منالَّذِينَ طَغَوْا فِي الْبِلَادوأرحمِالَّذِينَ أُخْرِجُوا مِن دِيَارهم بِغَيْرِ حَقٍّ#حلب_المنكوبة https://…""",4
"""#ماذا_لو_المدارس_مختلطهعزيزي المعلم لاتتهاون برصد ومحاسبة الطالب على أي شي مخالف للوائح السلوك والمواظبة..تطبيقها يجعل البيئة المدرسة👍👍👍""",0
"""@saadhariri كلما شاهدت طاوله الشطرنج الجميله التي تزين غرفه اجتماعاتك في بيت الوسط. اتحمس ان اشاطرك المباراه الوديه يا شيخ.. انا مبتدئه فقط""",4
"""خطاب بوب ديلان في حفل نوبل كان لماح جدا خاصة في علاقة شكسبير بالأدب واللي خلاني افتكر كلام تولستوي عن السينما لما... https://t.co/yDxijzARWi""",0
"""الجزيرة.نت: #وتبقى_مآذن_القدس تصدح بالأذان... #إسرائيل #القدس https://t.co/f4ebF4PaxH https://t.co/O9elqpn0tO""",4
@LUHG18LUHG هذه حدثت في عهد ابن همام في عام ٢٠١١وبحث بسيط عبر غوغل ستجد الكثير والكثير! https://t.co/6HgVsydUO3,4
"""RT @KaramAlhafidh: #هيج_و اصير وزيرة الصحة إلا اشنق عديلة بباب المعظم يم البوكي ستوب حتى الي يدور على بوكيمون يشوف عديله ويجوز من اللعبه""",0
"""قال رسول الله ﷺ(أيما عبد أبق، فقد برئت منه الذمة) رياض الصالحين #ريال_مدريد""",4
#العرص فى #نيويورك,0
"""أحصل الآن على دورة تدريبية مجانية في مجال الصحافة من فيسبوك في ظل مساعي شركة فيسبوك في جعل جميع المستخدمين... https://t.co/vvjTNEJWZK""",0
"""#أوبر الان بالقصيم#بريدة@Uber_KSA""",4
"""Retweeted الخارجية الأمريكية (@USAbilAraby):#كيري: أطالب كل الأطراف بالالتزام بوقف الأعمال العدائية الذي سيسمح... https://t.co/prdtlHXXQY""",4
#اللحية_البيضاء#ون_بيسلوفي ما رحم الوايت بيرد 😂😂😂💔 https://t.co/B9D23t9tXV,4
إنسان أيا إنسان ما أجهلك ما اتفهك في الكون وما أضألك شمس وقمر وسدوم وملايين نجوم وفاكرها يا موهوم مخلوقة لك عجبي! #صلاح_جاهين,0
"""كيف تلعب أول لعبة ماريو مخصصة لأجهزة آيفون؟ https://t.co/jzeMgpF5An عبر @AbuNawafNet #SuperMarioRun""",4
"#محافظ_القاهرة: إزالة العقارات المخالفة بالقرب من ""#المحكمة_الدستورية"" لحماية المواطنين",4
"""رامى عياش عملى لايك على اغنيته 😍🙌 https://t.co/TbFxcQlmfQ""",0
"""@140041Saud الرياض حي الواحةتقاطع شارع رفحاء مع طريق ابوبكر الصديق.موقعنا عبر خرائط جوجل:https://t.co/7nNz2nyzuB""",0
لو أنت من الناس اللي لم تؤيد أو تسكت عن ظلم أو فشل سواء في فترات #مبارك أو #المجلس_العسكري و #مرسي و #السيسي، قول,4
الهجوم المتوقع على كرداسة متى يتوقفون عن قتل الاحرار؟ الانقلاب يمارس ويزرع الارهاب,4
"""جمال الليل في نظرة عيونك ،، ونور البدر مرسوم بجفونكوكل الكون ما يسوي يا نادين بدونك😘😘😍😍الله يحميكي ندووون… https://t.co/EhLbileeqD""",4
عندي ثقة فيك..,4
"""وزير الخارجية المصري يصل مقر الجامعة العربية ويليه وزير الخارجية الفلسطيني ليبدأ اجتماع اللجنة العربية المعنية بإنهاء الاحتلال الإسرائيلي""",4
"""اشرايج ف ج-ز؟؟ انييبه بس عشان يغني ٩٩ مشكله ولا يغني مع بيونسيه !!! https://t.co/8bn15JE19W""",1
"""“ديلى ميل”: ترامب سينقل السفارة الأمريكية من “تل أبيب” إلى #القدس  https://t.co/4WlWa1M97X""",4
ثأر #سيد_بلال وغيره سيلاحققك أيها الأفاق #برهامى #شيوخ_السلاطين #تجار_دين,4
"""كيف تشكلت صورة السعودي لدى الإعلام الغربي؟ وما هو الدور الذي كان يؤديه مرتزقة الإعلام؟تتبع المال يكشف حقيقة هذه المساعي #فضيحة_تركي_الدخيل""",4
"""التحكم المروري: حركة المرور كثيفة من اوتوستراد زوق مكايل باتجاه مفرق غزير وصولا الى كازينو لبنان من دون عوائق https://t.co/JxFALrMc98""",4
"""RT @MouhamedSaber: تظاهرات أحوازية ضد إيران لمصادرتها أراضي جديدة بالجنوب https://t.co/MsvYWMFDHD""",4
الطبرسي يطابق المفيد في نفي وجود المحسن#الصرخي_يغرد_ولايةالفقيه_ولايةالطاغوت#حادثه_الدار_اثاره_عواطف_وجهلhttps://t.co/OyUcXlGHa4 https://t.co/UGYlOnSVDP,4
"استمرار مأساة غرق شبابنا في محاولات يائسة سعيا وراء ""لقمة العيش""ما هي أسبقياتنا وأين نحن من أهداف الثورة : عيش،حرية،كرامة إنسانية ؟",4
#الجيزة #مصر_مش_تكيه الفاعلية الثالثه لاحرار اكتوبر امام سنترال الحى السادس,0
"""دوت مصر/ كامل الوزير ل «#عمرو_أديب»: ""الرئيس أمر بإنهاء إنشاءات محطة #أسوان"" التفاصيل ... - عبر نبض @NabdApp https://t.co/HJphSWS2GV""",0
لو إستمر مرسي في سياسة العناد الفاشلة سيكون الفرق الوحيد بينه وبين المخلوع مبارك أنه لا يحب أن يقضي أجازته في شرم الشيخ، على الأقل حتى الآن,0
"""RT @News_ajell: اكثر من 30 غارة جوية من الطيران الروسي على عدة احياء مدينة حلب وسقوط 30 شهيدا و 60 جريحا ! ومازال الدفاع المدني يعمل على ان…""",0
"""RT @rabaaaa18: خليفتنا #أردوغان رضى الله عنه ينام على الهواء خلال كلمة بوتين فى مؤتمر مشترك بإسطنبول وخبيريؤكد ان فخامته مرهق من شدة العمل…""",4
RT @torshany: اعلان غوغل #GoogleMaps دليلك لحرب المناطق والشوارع والأحياء في #ليبيا,2
"""أرسل المغني بوب ديلان الفائز بجائزة نوبل للأدب رسالة  يشكر فيها الأكاديمية السويدية و وصف هذا المنح بأنه شرف يضاهي ""الوقوف فوق القمر""""",4
القبض على المتحدث باسم حزب #الحرية_والعدالة #محمد_ع,4
"""@Bader_hilal @rslfi مسرحية سيد قطب نفس مسرحية صدام الإعلام الغربي بأشكاله يريد تثبيت صورة متلبسين الإسلام بصورة المخلص فلا تكن فريسة للغرب""",4
"""أعجبني فيديو @YouTube على https://t.co/GQuYJAByIV أدمان لعبة بوكيمون قو || Addicted to Pokemon Go""",4
"""ستون عاماً وفي لبنان أخوة لاجئين فلسطينيين، ولم يكن لهم وزيراً لشؤونهم!لكن الأخوة النازحين السوريين حظهم مع الحكومة نار#نخترع_وزارة_لوزير""",2
"""#اليمنية| “ #الناتو” واثق من حفاظ “ #ترامب” علي قيادة #الولايات_المتحدة للحلفhttps://t.co/srNYlVI56k""",4
"""#الولايات_المتحدة احتجاز صحفى كندى كان يتجه لموقع الاحتجاجات على مد خط البترول فى نورث الولايات المتحدةداكوتا لمدة6 ساعات يثير المخ… https://t.co/eUfMEYMV2n""",4
"""اللهم عليك بالظالمين #لافروف""",4
تدهور الحالة الصحيّة لعائلات شهداء وجرحى #الثورة المضربين عن الطعام,4
"""الي يبا يشوف #MannequinChallenge الصدقي يشوفني يوم اكون وسط ناس مادانيهم🙂🙃💐💐💐""",2
"""#عمرو_أديب: #أردوغان بيصوت و #تركيا بتسف التراب الاسبوع دهhttps://t.co/QEO6p3n8zw هههههههههههههه حرقاك يا أقرع""",0
ﻭﻓﺄﻯ ﻣﻜﺎﻥ ﻭ ﻓﺄﻯ ﺯﻣﺎﻥ ﺑﻘﻮﻟﻬﺎ ﻟﻴﻚ ﻭ ﺑﺎﻋﻠﻰ ﺻﻮﺕ ﻏﻴﺮﻙ ﻣﻠﻴﺶ ﻋﺸﺎﻥ ﺍﻋﻴﺶ #ﺍﻻﻫﻠﻰ فى قلبى ﻟﺤﺪ ما #أموووووت,0
مدفن القاهرة للعدالة ماذا يحدث الآن فى مطار القاهرة ، الشرطة تمنع أوائل الحقوق ! وترحب وتفسح للمتأخرين الفاشلين,4
"""@kinda18 لو شاطرة تفهمها او تروح للشيخ غوغل يترجمها بأهبل من هيك 😂😂😂😂""",0
باﻷحضان يا غالية #الجونة,0
"""من قايل لجراح الهبيده انك حلو ؟ والله يا معطي نفسه وضعيه جستن بيبر بسنابه 😂""",1
"""طبت طيب أوردوغان والله لا ينفع مع الأوغاد الإيرانيين أو الروس أو السوريين إلا التهديدبالقصف الجوي والأرضي إن اعتدوا على النازحين السوريين..""",4
"""#مباشر_من_رابعة|#ستبقي_حلب#شاهد طفل سوري يلقي قصيدة مؤثرة وهو يبكي فليذكر التاريخ .. أعداد الصواريخ .. تقتل... https://t.co/ZPZS9jikYz""",4
لاتسأليني ليييش عن رجمي نزلتذيب الخلا لاجااااع عن رجمه نزلعن الغزل وسماان الأفكار اعتزلتكل شي في عيني  بعد غبتي هزل,1
"""#موسكو: استئناف #المفاوضات السورية في #كازاخستان ""أمر واقعي""https://t.co/ZhtM61wRt2#ميخائيل_بوغدانوف… https://t.co/MNTCId6984""",4
"""طريقة تعطيل محرك البحث بينج في ويندوز 10 https://t.co/gcEvv741Nx""",4
جيش السيسي يهدم بيوتنا؛ لإقامة منطقة عازلة بين سيناء وغزة أين أقنية التصهين؟ لا ورواري العربية يلطم، ولا منتهاه,4
"ما شاء الله ""متخذين كامل الإجراءات الصحية"" آخر شي النطرة عبارة عن لعبة الكراسي",2
"""RT @mh_awadi: #مصر في الأخبار :أغذية ملوثةأكل لحوم الحميرإعتقالات قسريةقتل بلا محاكمةحرب على الإسلامتحالف مع سفاحي #حلبطعن في ظهر #…""",0
"""#جريدة_الميدان | #الناتو""الناتو"": ضباط أتراك طلبوا اللجوء وعدم العودة إلى أنقرة... https://t.co/hCejJaGMJ6""",4
ابتسم في وجه الناس فإنها صدقة,4
RT @mstr_federer: @fed89erer عالم الكرة الصفراء كان يتيماً حتى جاء فيدرر و اخرج جمال هذه الرياضة للعالم,4
"""نوال الزغبي شو بتعملي ؟؟""",2
"""RT @3beer_RMA: ديميتروف إلى هذا الحد 😐استطاع التغلب على:نادالجوكوفيتشمورايفافرينكالكن لم يستطع التغلب على الذي علمه السحرروووووجير…""",4
"""احتفالات الدون على طريقة #MannequinChallenge""",0
"""في الوقت اللي يجتاح فيه اليمين المتطرف أوروبا وترامب أمريكا والعالم ، يتم تعيين ملحد يبت في أمور المسلمين .!! . #اول_لاديني_بمجلس_الشوري""",2
"""@Fk999Dir @zaiedkhaled @Almadinanews النظام الصحي الأمريكي يحرم أكثر من 13 مليون أمريكي من العلاج https://t.co/osLJ0PdYnE""",4
"""https://t.co/Uuc06a65Q6 – نجوم مصرية : تاريخ مباراة السعودية واليابان القادمة فى تصفيات كاس العالم https://t.co/qK9sQShIK0""",4
"""طيرانُ العدوان يشُنُّ سلسلةَ غاراتٍ على عددٍ من محافظات الجمهورية https://t.co/LebqKMpx84 #اليمن #نجران https://t.co/P5vZlRvbVR""",4
كل شي بيرفكتتت حرفيا,0
"أيمن يونس يؤكد:الزمالك لا يشارك فى دورة فى قطر لموقفها من مصر, حكومتك يا كابشن بتتفاوض مع قطر عشان تشحت غاز",0
"""ثلوج متوقعة على المناطق الشمالية والجوف فجر الثلاثاء #طقس_العرب""",4
"""ريكي مارتن بعد حريم العالم كلها اللي قدامو اختار انه يخطب جوان . جوان دا واحد من اصول عربية . وانا اللي كنت فاكرك نينجا 😂 طلعت ....""",0
#باسم_طلع_حرامي ===== #عاشق_مصر,0
"""اطمنوا ايها النبلاء #تعز بخير فقط روايح جثث الحوثي والمخلوع أزعجت الساكنين حتى الكلاب ترفض لحومهم النجسه🔴التكبير من فوق جبل هان الان #اليمن""",4
"""#اليمنية| تعيين #عبدالواحد_الدعام عضواً في مجلس الشورىhttps://t.co/3vJFX4rysH#التحالف_العربي_سند_اليمن#جنود_التحالف_سند_لليمن""",4
"""ديوان الوقف السني يقيم احتفالية بمناسبة ذكرى المولد النبوي الشريف في مخيم حي الجامعة للنازحين https://t.co/fCs0S6eDUj""",4
"""#روسيا و #الصين تستخدمان حق #الفيتو وتفشلان #هدنة #حلب #سوريا#تمدن https://t.co/KOsduLsP3z""",4
لولا لغة السي لبرمجة الحاسوب ماكان فيه كومبيوترات اساسا .. مات مكتشف اللغة العظيمة ولا احد طق له خبر !,4
يونجون هنا؟! بكييت لاا https://t.co/sRVxRfh1YJ,4
"""#اليمنية| 18 شهيدا و27 مصابا في #خروقات_الإنقلابيين بتعز خلال 24 ساعةhttps://t.co/DMa8xnikF3#التحالف_العربي_سند_اليمن""",4
"""لاول مرة منذ 13 عام يكون روجر فيدرر و رافا نادال خارج المراكز الاربعه الاولى في تصنيف الاتحاد العالمي للتنس !! https://t.co/4SRCvXnX5L""",4
"""RT @A822822A: ياروافض بلا كلام وإلا سوف أخرج♦️♦️#العراق #بغداد #البصره #كربلاء #النجف #لبنان #البحرين #الكويت #قطر #سوريا #عمان #الأردن ht…""",4
#سيدنا_النبي كان طيب الرائحة، وإذا صافحه أحد ظل بيده عطره سائر اليوم صلى الله عليك يا سيدي يا رسول الله,4
الله من نزع ملكم لغدركم وليس السيسي الله من أذهب حكمكم لعدم إخلاصكم الله من إستبدلكم لأنكم خنتم الأمانة ووليتم من لا…,4
"""RT @AlghadAlarabi: #تويتر تنزف دولارات ببورصة نيويورك بعد أنباء عن تراجع #جوجل عن «الاستحواذ» https://t.co/nkCvYN8PaE https://t.co/lp7hX5hM…""",4
ليه مستكترين إن الست تنفيطيب شكرا ليها إنها نفت كلام طائفي زي دهولازم يتم عمل تحقيقات قضائية لإثبات وجود قرصنة ولو طلع كدب ساعتها تتحاسب,0
"""@mor4630 @maged191919 @malali1988 تحقيق اعلى دخل مع #اوبر https://t.co/8xSZ1pgLGr""",0
"""بوتين ودعم اليمين المتطرف في العالمhttps://t.co/DyN0iSYRMD https://t.co/RH8Xprlw2F""",4
"""وكيل رمضان صبحي يصف اللاعب بالاستثنائي ويوضح الفرق بينه وبين صلاح.. - https://t.co/ditGKFvsIv""",4
RT @itti_juve: مع هدف الباراغواي رجعنا لنغمة ميسي احب اذكركم ميسي مالعب قدام تشيليفي دور المجموعات بالكوبا وفازت الارجنتينولعب النهائي و…,0
"""RT @kubrick9_: الحسين رضي الله عنه كان سابق عصره ويستخدم غوغل مابس https://t.co/OiPLw4h02w""",4
"""@Q8Pro طبعا هذول خرفان شهرةيعني تلاقيه يلعب بوكيمونيتكلم عن طلاق براد بيت وانجلينايعني مواكبين الاحداث التافه 💦""",3
"""#ريكي_مارتن يعلن خطوبته من فنان سوري | الموجز https://t.co/9U6fCICWHq via @Almogaz#منوعات https://t.co/SkMw1Fblm2""",4
"""أوباما يندد بتصريحات ترامب ""المهينة والمخزية"" بحق النساء: ندّد الرئيس الأميركي باراك أوباما الأحد بالتصريحات ... https://t.co/G0Hb8MV45t""",4
"""RT @khalidAlsubaie9: سؤال يحتاج إلى جواب..#مصر تغلق مسجد الحسين امام الرافضة لإحياء #عاشوراء..#تركيا وأردوغان تسمح للرافضة بإحياء عاشوراء…""",4
"""@ND_1aa صدر أليسا وجه رؤى الصبان شعر و رشاقه ميريام فارس و مكوه روبيو عيون زينب ذيك المغربيه و الصوت مثل نوال الكويتيه وبس والله""",2
الجهﻻء من الشعب المصري فضحونا فى كل مناطق العالم بالهاش تاج المسي و نعمه التحضر ..   #سأنتخب_السيسى_و_مش_هنزل_لمستواك,4
هذا إن أشار أو وشى، فإنما يشي بإنه مفيش أي قيمة وطنية موجودة عند هذا التنظيم ولا أبناء هذا التنظيم,0
"""من ساعة أبل لهواتف سامسونج.. أجهزة يمنع السياسيون من استخدمها لإجراءات أمنية https://t.co/74bh2M60RS #البحرين #الكويت #السعودية #الإمارات …""",4
"""#الولايات_المتحدة | #ترامب يتخلى عن أعماله التجارية للتركيز على العمل السياسيhttps://t.co/ikdjT8jewZ https://t.co/YMP3RM9D4T""",4
"""RT @AdelAliBinAli: اذكر اسم أو صفة لخاتم النبيين ﷺ في القرآن الكريم ؟.ممكن ارسال أكثر من اسمبمنشن مختلف.٣ آيفون 7 بالقرعةريتويت فض…""",4
"""RT @A822822A: المهاجر أبوحمزه الشيعي العراقي🔴من قلب محروق يهاجم حكومة اللصوص وأصحاب العمائم عصابات #العراق #بغداد #البصره #كربلاء #النجف…""",4
"""تفعيل الوضع الليلي على iOS https://t.co/s7BDUAkHcG#ابل #ايفون٧ via @H_watif https://t.co/pfKFHpM48W""",4
