text,labels
شاهدوا لقطات من جنازة محمد وليد الجفالى - قصه لحسن الخاتمه على هذا الرابط :,2
حرية الحركة الطلابية وحقها فى العمل السياسى جزءأصيل من الحريات العامة التى ناضلنا من أجلها منذ السبعينياتالثورة تفرض لائحة طلابية ديمقراطية,3
وهو مين ممكن يسمحلك انك تقابله ف اليوم 5 مرات غير #ربنا :),2
شاهد: لقاء دعمرو خالد ودأحمد جمال الدين مع لميس الحديدي وحديث مفصل حول إنشاء حزب مصر في برنامج: هنا العاصمة,2
الأسواني:لماذا تصر الولايات المتحدة على استمرارها في دعم مرسي للنهاية رغم قتله للمصريين وقمعه للتظاهرات …,0
#اوعى_تنسى عاشوا رجاله وماتوا اسود :(,3
2) اعترف بالمطالب المشروعة المتعلقة بحكومة إنقاذ وطني وتعديل الدستور وتقنين وضع جماعة الإخوان كإطار للحوار، 3) أقر بإلزامية نتائج الحوار,3
انضم الآن لحزب مصر المستقبل وسجل بياناتك على هذا الرابط,2
#عيد_الأم الام هي عيد الحياة,3
رونالدو هو أعظم لاعب في تاريخ #ريال_مدريد #رياضة,3
"نشرت 10 صور على فيس بوك في الألبوم ""إجتماع الدكتور مع فريق محافظة الغرب""",2
الأقباط المعينين في مجلس الشوري خانوا انفسهم ووطنهم وكنيستهم لقد رفضت عرض أن يكون اسمي ضمن المعينين وكنت اتمني أن ي,0
مسودة الدستور الطائفي الجديد,2
وقد يكون إنقاذ الدستور بالفعل بالتفكير في دستور توافقي مؤقت، لكن لمدة عامين فقط، وبتحديد أغلبية خاصة (أغلبية الثلثين) لاعتماده في الاستفتاء,2
انا عشت اول سنة في تويتر ببضن عالناس كلها #اعترافات_ليلية,2
قمت بإعادة تصنيف وترتيب قائمة أحلى الكتب وأضفت إليها كتبا جديدة وسأقدمها مقروءة ومرئية قبل المعرض بإذن اللهنهاركم سعيدسلام عليكم,2
مبروك علينا جامعة الدول إستايل! #مصر #صلاح_سالم #قبح,2
لمـا حـد يـبـعـد عــنــك مــتـزعـلــش!!! افـكــر امــك وهـى بـتـقـولـك #ربنا يـبـعـد عـنــك #ولاد_الحــــــرام #,2
#مصر_القوية |11-حذرنا من خطر تحول سلطات الدولة لمجرد سند لسلطة عسكرية لا تفهم سياسة ولا تعي معنى الدولة ومهامها وحدودها خارج فكرة حمل السلاح,0
رسالة نارية من والد الشهيد مينا اسكندر لمرسي,2
غنيمة الطيور الجارحةمقال رائع لوائل عبد الفتاح,2
من غرائب الانقلاب كل ضيوف مصر من سياسيين واعلاميين اوروبيين وامريكيين يهود او اعداء للاسلام,0
"دلوقتي على طريق الله ""روح العبادة "" على النهار 1 :) #مصطفى_حسني ^__^",2
حمزاوى: لابد من تأمين الانتخابات أو تأجيلها لضمان نجاحها,2
الأسواني: كيف استخدم المتعصبون الأسبان ستار الدين في قتل مئات آلاف من المسلمين ف الأندلس؟! >> … … …,2
توفيت إلى رحمة الله السيدة أمل عبد الرحمن شمعة زوجى صديقى وأخى تامر دويدار صلاة الجنازة غداً بعد صلاة الظهر بمسجد الحصرى 6اكتوبر، ادعوا لها,2
يوسف الحسينى وتفاصيل مقابلتة بالرئيس عبر تويتر الان عن الببلاوى,2
عن الحب والصبر - رسالة للشباب - بسمة أمل,2
شاهد - الداخلية تنفي علاقتها بضابط أمن الدولة المقبوض عليه,2
_ #ليبيا #السودان #حركة_كايدينهم #مصر,2
بيان بيقول إيه ؟,2
#الشروق | #النيابة_الإدارية توقف رئيس مدينة العياط و معاونيه عن العمل لتبوير أراضي زراعية #,2
الصحافة العالمية ومحاكمة مرسي او جلوبو البرازيلية: مرسي متحديا ومعلنا نفسه الرئيس الشرعي الوحيد ويرفض ارتداء زي,1
#الشروق آلاف العراقيين في الخارج يقترعون ضمن الانتخابات التشريعية لبلادهم: بدأ آلاف العراقيين المقيمين #مصر,2
خمس الاف متابع بـ 200 ريال #سلمان_العودة #تغريدة #اقتباس #طارق #السويدان #طارق_السويدان #أعجبني #العريفي # 376,2
يا رب لك الحمد أن جمعت شمل أسرتي,3
لابد من إقالة وزير الداخلية ومدير أمن بورسعيد ومحافظها فورا أرسلت للدكتور الكتاتني مطالبا بجلسة استثنائية غدا لمجلس الشعب,0
عرض الاسبوع 44 ألف متابع #أذكار_المساء #بصراحه_مليت_من #خد_موقف_من #علمتني_الحياة #الحياة_تحتاج_إلى_شيئين [935531],2
#غرد_بصورة #غرد_بذكر_الله,2
"إذا كان هناك عمل واحد يدخلك الجنة ,فما هو ؟ شاركوني بآرائكم يا شباب و خاطرة جديدة مع هايد بارك",2
المحنة اخرها فرحة #الاهلي_الافريقي,1
ولأنني أرررى #السعاده بتقوويسسسة #ثغرك ددعووت الله بأن لااايمسسس الــححزززن #قلبك,2
هذه ثقه افخر بها و تكليف ثقيلهل من المفترض ان يتم حمله لجمع التوقيعات؟ ما هي مقتراحاتكم للبدايه العمليه ؟هل يتطوع احد للمساعده؟,2
"بالفيديو زياد العليمي لـ #البرادعي: ""اللي أقولوه هيمشي جوه ائتلاف شباب #الثورة"" التفاصيل والفيديو على الرابط",2
#حاول متخونش ثقة حد فيك,2
سبحان الله وبحمد سبحان الله العظيم سبحان الله وبحمده سبحان الله العظيم #غرد_بذكر_الله,2
شاهد - آخر كلام: عصيان بورسعيد هل يصمد؟ هل ينتصر؟ #,2
الوطن | الجمعية التأسيسية الأخطاء ذاتها مجدداً | عمرو حمزاوي:,2
أنا كُلِ مَا قـ(ؤ)ـول التوبه يا بويِ ترميني الم'ـقـ(ج)ـادير يا عينِ #عبدالحليم_حافظ,2
هم العادلي ومبارك إتحاكموا على إيه؟,2
ملخص الحلقة السابعة من برنامج #قصة_الأندلس لمشاهدة الحلقة اضغط على الرابط التالي: لو,2
طلعت بالكلام ده كله من صورة؟ المفروض ابقى قليل الادب و ارفض التصوير مع اي حد؟,2
بيخسروا #الرجاله عشان بنات فتسيبهم #البنات عشان الرجاله,2
الأدمن: اتفرج على احلى مقاطع #امريكا_بالعربي حلقة 27,2
أَسْتَغْفِر اللَّهَ الْعَظِيم الَّذِي لَا إِلَهَ إِلَّا هُوَ الْحَيَّ الْقَيُّومَ وَأَتُوب إِلَيْهِ #استغفار #اذكار…,2
#في_حاجة_صح ان الجيش المصرى قوى ومتماسك,0
بعد ما افتى المفتى بـحرمة استخدام الكهرباء في أغراض غير مشروعة افهم من كدا ان كابريهات وملاهى شارع الهرم هيتقفلوا !؟ #سؤال_برئ,2
#المصدر|محافظ #القليوبية محمد عبدالظاهر يقرر تغيير اسم ميدان المؤسسة ب #شبرا_الخيمة إلى ميدان محمد علي ووضع تمثال لهفي إطار مشروع التطوير,2
شاهد - بعد تشييع جنازته والدة الشهيد محمد الشافعي في آخر كلام #,2
أمانة الجوف تنير طريقي زلوم - سكاكا وكبري لايجة #الجوف #دومة #القريات #عرعر #سكاكا #القريات #زلوم #سكاكا_الجوف,2
انا لو خلفت ولد هسمية #عبد #الفتاح :) اهو لو مطلعش #مشير يطلع #عنتيل :) :),2
مداخلتي مع برنامج مانشيت بالأمس حول تجمهر انصار مرسي في الفعاليات الثقافية المصرية في باريس ومحاولاتهم تعطيلها …,2
زعيم شعب البيادة 50% فى الثانوية وزعيم الشعب الحر دكتوراة من اكبر جامعات العالم,1
ما بعد أردوغان #اسماعيل_ياشا #قرأت_لكم #مقال_اليوم #تركيا #اردوغان,2
لو يوسف الحسيني شخص عادي مش إعلامي كان اللواء المحافظ قاله سيادتك ؟! …,1
شاهد - آخر كلام: موقعة الإعلان الدستوري المكمل تلوح في الأفق,2
عايزين نقلكم إنه لازم يكون عندنا نفس طويل #السادة_المحترمون,2
كيف ترجو النهضة والتقدم من شخص يعتقد أن المنحلة أخلاقيا تضع اللولب في جيبها؟,0
تطبيق الحدالادنى والاقصى للأجور سيؤدى الى زياده البطاله كان بيعمل برنامج الطبعة الاولى دلوقتى بقى برنامج الان…,2
#ذات_مومنت لما تكون #ماسك ذله ع صاحبك ;) = #__ #حبيبى يارقه فاكر ولا #لأ 3:) # ☺,2
أنا أبكي !! وأدري أن دموع العين خذلان وملح !! #محمود درويش,0
#موافي و #عنان يؤسسان حزبيين لخوض الانتخابات البرلمانية #,2
بنك التنمية والائتمان الزراعي يواصل تسلم محصول #القمح من المزارعينووزارة الزراعة تخصص 10 مليارات جنيه للتوريد #…,2
شاهد - موقف يوسف الحسيني مع أحد شباب الإخوان إشارة رابعة وقدامها بوسة # #,2
#عاجل #الرياض #مكة #خواطر #غرد_بصورة #غرد_بصوره #دبي #غرد_بذكر_الله [31475501],2
5 ألم أقل لكم إنها ممارسة فاضحة لازدواجية المعايير وتخوين المعارضين أملي أن لا تبتلع بعض قطاعات الرأي العام الطعم مجددا,0
678 ماحدش يجبرك على حاجة روحي الفيلم الكويس وقاطعي الوحش,1
#سؤال: حد يعرف ليه #باسم خد اجازه النهارده ؟ :),2
2014 بوسطن,2
الأن #السادة_المحترمون مع #يوسف_الحسيني على #,2
#عدلى_منصور :مصر أخلصت فى الحرب والسلام سلام المنتصرين وأخلصت للسلام الذي التزم به الطرف الأخر,3
من ذكريات صفحتنا || 30 يناير 2011,2
بعد قليل تبدأ الندوة الأسبوعية دعلاء الأسواني في مركز إعداد القادة بالعجوزة >> التفاصيل على هذا الرابط:,2
القائد #خطاب وحديثه عن بدايات دخوله لـ #الشيشان #الجهاد #جبهة_النصرة #الجبهة_الإٍسلامية #الدولة_الإٍسلامية …,2
متابعة الأحداث اليومية والأخبار في الصحف والإنترنت بقت بتستنزف من طاقة الواحد ما لا قبل له بتعويضه،حرقة دم ومناقشة بديهي,0
انا و العيال #اوسكار2014 في #جدة لو يدي اطول شوي كان طلعت احلا من صورة ايلين و برادلي كوبر 😕,2
رُب دعاء خالص صادق ترفعه إلي السماء يجلب لك الخير و يأتي بفرج و يُزيل الهم يا رب,3
الخلاف الآن بين القوى المدنية و التيارات الدينية و محاولة إقحام المجلس العسكرى الغرض منها إظهار التيار المدنى كراغب فى تدخلهم!,2
ﺍﻧﺖ ﺍﻟﺒﻌﻴﺪ ﺍﻟﻠﻲ ﻟﻪ ﺍﻟﺪﺭﺏ ﻳﻘﺼﺮ ﺑﻠﻘﺎﻙ ﻭﻻ‌ ﻵ‌ﺧﺮ ﺍﻟﻌﻤﺮ ﺑﻨﻄﺮﻙ ﺗﻐﻴﺐ ﻗﺎﺻﺪ ﺃﻭ ﺗﺠﻠﻰ ﻭﺗﻈﻬﺮ ﺃﻭﻟﻚ ﻓﻲ ﺑﺎﻟﻲ ﻭﻓﻲ ﻗﻠﺒﻲ ﺁﺧﺮﻙ #عبدالمجيد,1
بوابة الشروق| حملة #المشير: #السيسي لن يشكل أو يدعم حزبًا سياسيًا طوال مدة رئاسته لـ #مصر,2
#تويت_كأنك_ناشط_ايام_حرب_اكتوبر الاسرائليين بيضربونا على الحدود يا منى #البرادعى استايل :),1
الأداء المخزي لبعض الشخصيات التي كنا نسميها مستقلة يثبت أن كل ما في الأمر أنها لم تأخذ فرصتها في النفاق لمبارك لأن كل الكراسي كانت محجوزة,0
هيئة مستشارى قضايا الدولة ترفض تعديلات الدستور مؤكدة انه يفتح الباب للفساد وشهد شاهد من اهلها,0
#فلسطين| مصلحة السجون الاسرائيلية تعزل و تنقل أكثر من 100 معتقل اداري فلسطيني بعد أن أعلنوا إضرابهم عن الطعام منذ 4 أيام…,2
#غلطت_م_الأول_رنا_سماحه,2
#ولاد_البلد #المنصورة #مصراوي فيديو صيادو #نبروه مهددون بقطع الرزق بسبب تلوث مياه البحر,2
الإخوان ناسيين إن إدانة اعتداءات التحرير بتطلع من منظمات حقوقية وثورية ومكتفين بإستخدامها للزياط لفض التحرير مش لعلاج المشكلة من جذورها,2
يامحمد كلمهم في البيت قولهم شافوني وأنا بازعق وعجبتهم ولا لأ؟,2
"الفراشة رغم جمالها فهي ""حشرة "" والصبار رغم قسوته فهو ""زهرة"" لا تحكم علي الناس من أشكالهم بل أحكم عليهم بما تحتويه قلوبهم",1
الحلقة 17 من #قصة_الأندلس,2
طبقاً لقوانين الطبيعة أي تنظيم بيكذب ويصدق كذبه يبقى لازم يخسر وبسرعة,2
أوامر النهي والعبادة فعل مضارع,2
منع برنامج الاراجوز باسم يوسف والقضاء اغلق كل القنوات المحترمة قتلوا حرية الرأى والاعلام وحرقوها,0
الدنيا بخير نصت المادة 11 من قانون الاجراءات الجنائية على : إذا,2
يسقط يسقط حكم الجليزرز #رجعوا مويس,2
#كلمة_حلوة *اصرف ما في الجيب يأتيك ما في الغيب * إن للحسنة نورا في الوجه وضياء في القلب وأثرا في الخلق #مما_راق_لي,3
أنا رايح فين؟ أنا راجع تاني #عمرو #الغربة,2
اتهام ذوات الأشخاص أو نواياهم و دوافعهم لا يثبت شيئا ناقش الفكرة لا الشخص,2
"احمد موسي: باسم يوسف صرصار ينداس بالجزم, أول مرة يقول حاجة صح لغة الصراصير معروفة بين الحشرات ومذاق الجزم له عشاقه فردتين لبيادة",2
ادين بشدة استمرار الانتهاكات والاعتداء على المعتصمين السلميين عند مجلس الوزراء,0
1 الكاتب القبطى رفيق حبيب: هدف الانقلاب التخلص من جماعة الإخوان المسلمين والمعركة ضد التيار الإسلامي,2
اولاد رجال الاعمال الاوساخ واولاد تجار المخدرات واولاد الجنرالات والمعرصين والمعرصات متجمعين فى مكان واحد فقط ! تايم لاين #حازم_عبد_العظيم,0
#نفسك_فى_أية_فى_الجنة_ أستمتع بصحبة النبي صلى الله عليه وسلم ! ~,2
"""0_999: #الواتساب_معلق هههههههههههههههههههههههههههههههههههههههههههه """,2
أشارك في وقفة صامتة بالإسكندرية يدعو إليها شباب مصر تضامنا مع ضحايا التعذيب وإدانة لتلك الممارسات,1
قرارات الرئيس انقلاب علي الديمقراطية واحتكار كامل للسلطة وطن يبحث عن حلول يدفعه رئيسه لمزيد من المشكلات الثورة لن تقبل ديكتاتورا جديدا,0
2004 #مثير #جريمه مشاهده 63 #سينما #افلام #عالم_سكر #حصري # …,2
"تابعوا الأن #نقطة_لقاءضيف #يوسف_الحسينى السفيرعزت سعد,السفير السابق في موسكو",2
دول وصلونا لمرحلة النفور من اي اغنية وطنية لاننا بقينا نحسها بتمجد فيهم مش ف مصر #عشان_خاطر_ماسر,2
#شاهد #صوت_الناس : #محلب يلتقى رئيس الاتحاد العام لـ #نقابات_العمال لبحث مطالب #العمال - مطالب,2
تعرف على بعض أراء د/ عبد المنعم أبو الفتوح الاقتصادية وموقفه من البنوك ومن الحد الأدنى للإجور د/ عبد المنعم,2
"الليلة الساعة 11 #السادة_المحترمون مع #يوسف_الحسيني ضيف الحلقة دجابر جاد نصار, رئيس جامعة القاهرة",2
من قام ليلة القدر إيماناً واحتساباً غُفر له ما تقدم من ذنبه قف بين يدى الرحمن وأطل الوقوف وقل يا رب أتيتك بذنوب كثيرة و أنت العفو الكريم,3
#ليبيا: ميناء #الزويتينة لن يفتح قبل تقييم الأضرار التي لحقت به #,2
#جمال #خيال #حقيقه #جميل #درر #حكم #أعجبني #حكمه #بقلمي #شوق #بوح #شعر #قصيد #رتويت خمس الاف متابع بـ 200 ريال 745,2
حجم المسؤولية على قنوات اون تي في سيزداد أكثر مع المرحلة المقبلة #السادة_المحترمون,2
حسبي الله ونعمه الوكيل فيك يامرسى انت وكلابك وخرفانك تعرية وسحل متظاهر والقبض عليه بقصر الإت,0
#وزير_التموين : ضبط 97 طن منتجات غير صالحة للاستهلاك,2
حتى فى أصعب لحظات عمره لم يفشى مرسي اسرار خيانة سيسي ولم يقل شيئا شائنا ضد الخونة والقتلى,1
لما الناس تهاجمك عشان ظلمك وكذبك تقوم تطلع لهم فيديوهات لناس كانت بتشكر فيك افتكر إن المنحرفة بدل ما تتوب بتقعد تفتكر شرفها اللي ضيعته,0
"""#محلب"" : معدل الفقر زاد مع ازدياد الدعم والحالة الأمنية مستقرة والشرطة تبذل جهودا لتحسينها #مصر",2
الوسط يحيى ذكرى العبور بوضع أكاليل الزهور على قبر الجندى المجهول ، الشعب يريد عبور جديد,2
امثال #حازم_عبد_العظيم ده نعمل فيه ايه,2
#مرتضي_منصور و #السبكي امام #النائب_العام لتقديم بلاغ ضد #محلب بسبب منع فيلم #حلاوة_روح #نقابة_الاعلام_الاليكترونى,2
للاسف ما يسمى صفحة التراس باسم يوسف بدأوا يستعملوا لغة سيئة جدا وانا بعد ما ساندتها لا استطيع مساندة هذا الاسلوب السيئ,0
"#التحرير | بالصور جورج كلوني ""أشهر عزاب هوليوود"" يخطب بريطانية من أصل لبناني خطب الممثل جورج كلوني للصور …",2
لو منصب المرشد مستوياته أعلى من الرئيس يبقى يتهتفله كام يسقط يسقط؟,2
اعلام العار يكذب كالعادة لتشويه صورة الرئيس مرسي مسئولو السجن يؤكدون انه لم يطلب أى ميزة او استثناء دع الكلاب تنبح,0
#الدون #الكوماندور #كريستيانو_رونالدو #7 مقارنة توضح الكثير ✨✨🌟 454,2
بلاش الخيال المريض ده وكفاية عداء وكره للاخوان,0
خايف انا خايف لو امشي لك سنيـن ويجف قلبي من الظمى وانزف حنين ما نلتقـي ! #عبدالمجيد,2
#الاهلي_الافريقي مش زي فرحه الصفاقسي ^-^,2
مسلسل الموسم كامل 2013 #غموض #جريمه مشاهده #سينما #افلام #عالم_سكر # #,2
شاركوا مكفوفين #الاسكندرية,2
مئات القتلى والمفقودين في انهيار أرضي بأفغانستان #افغانستان #انهيار_ارضي #قتلى #مفقودين,2
عرض الاسبوع 40 ألف متابع #شوارعنا #فن_تتقنه_النساء #ذلك_الشخص #شي_ودك_تجربه #بوح #درر #عجبني #حلو #مكه [2063421],2
صباح حنون وهادى بصوت #ماهر زين على كل فولورى الحلوين :) #سمكة_بتصبح ☺,3
د عبد المنعم أبو الفتوح: البعض يصور الاسلاميين وكأنهم الهكسوس، بينما تقضي قواعد اللعبة الديمقراطية ان يصل للحكم,2
اطلقوا اسم رابعة العدوية على مدرسة بالمغرب وحديقة بتركيا والانقلاب يطمسها مع اشارتها ليخفوا اكبر مذبحة فى تاريخ مصر,0
"#خالد_علي: رفع أسعار #الغاز ""إجرام سياسي""",0
عندما يحكم الخروفالحالة العصبية البائسة لبعض أنصار مرسي جعلتهم يحتجون على المقال قبل أن يكملوا قراءته للآخر,0
"حان الان وقت صلاه المغرب لــ #الأقصر #مصر 6:19 ,",2
عرض الاسبوع 40 ألف متابع #شوارعنا #فن_تتقنه_النساء #ذلك_الشخص #شي_ودك_تجربه #بوح #درر #عجبني #حلو #مكه [2073653],2
#نبض_الاخوان ا بالفيديو حازم #الببلاوي: إعلان جماعة #الإخوان جماعه إرهابية قرار سياسي وليس قانونيًا,2
"وأصبح تفجير البيوت وحرق عشش الفقراء ""أعمال قتالية"" في نظر الجيش المصري ! #سيناء #مصر #",0
احدى عشر منظمة حقوقية مصرية تدين القمع المستمر لحريات الشعباية انتخابات الان هى مسرحية عبثية,2
طبعا إستفتاء مارس كان أكثر شرفا من إستفتاء الإخوان على الأقل أشرف عليه قضاء حقيقي وكانت الإنتهاكات فيه لا تقارن بإستفتاء الإخوان,1
شارك في الاستفتاء عبى صفحة كلنا خالد سعيد,2
الرئيس القادم يجب أن يكون خادما لهذا الشعب,2
#حط_نفسك_مكان_البنت,2
(ذلكم بأنه إذا دعي الله وحده كفرتم وإن يشرك به تؤمنوا فالحكم لله العلي الكبير) [غافر:12] #أحبك_ربي,3
ما يصدر عني أقوله هنا مباشرة أو عن طريق رابط أمدكم به هنا غير ذلك ليس مني و لا أنا منه,2
د جابر نصار يتقدم بالشكر لتبنى قناة أون تي في إنقاذ مستشفى الحروق بجامعة القاهرة #مصر # #الإمارات #السعودية,2
القطاع الخاص الوطني و المبادرات الأهلية و موارد الدولة,2
الأهم من تشكيل لجنة الخمسين ان يصاغ الدستور بطريقة موضوعية #السادة_المحترمون,2
القسم قال هاتولهم بلطجية يعني دة عادي في الاسكندرية ويا عيني عليكي يا مصر,2
الثورة مستمرة,2
من لم يذق طعم الهزيمة لن يشعر بمتعه الانتصار #مارك ماركيز,2
هل محمد حسنين #هيكل ولونا الشبل وغسان بن جدو هم من كانوا يشكلون عقلية المشاهد العربي في قناة الجزيرة,2
"الحمد لله كما ينبغى لجلال وجهه وعظيم سلطانه #اذكر_الله """,2
#اللهم بك أصبحنا وبك امسينا وبك نحيا وبك نموت واليك النشور,2
المسابقه عباره عن عمل فيلم تسجيلي عن دور الاطباء فى الصراعات المسلحه ياريت حضرتك تساعدنا فى نشر الاك,2
الآن على الهواء: حلقة خاصة من آخر كلام على 12398,2
كلما ظهر مسئول إخواني على الشاشات استخدم آية قرآنية لتبرير أفعاله، لن أستغرب إذا أصبح شعار مصلحة الضرائب في عهد الإخوان (إدفع بالتي هي أحسن),2
#عمال #مترو أنفاق #لندن يعتزمون الإضراب ليومين بسبب تخفيضات مزمعة في الوظائف #سكاي_نيوز_عربية,2
ممنوع التصوير و الاقتراب,2
حكمة الأسبوع: لكي يصدقك الناس عندما تشكو من إرث الإخفاقات الهائلة التي تركها لك النظام السابق لا ترث عن نفس النظام سياساته الفاشلة,0
الفترة الاخيرة شهدت تنامي في العلاقات بين روسيا والعالم العربي #السادة_المحترمون,2
عرض 10 ألاف متابع #صباح_الخير #بعد_منتصف_الليل #غرد_بذكر_الله #صور_كنك_بنت #لو_كنت_المتحكم_بالتويتر [2187367],2
#شبشب_ابوصباع الشبشب كان مضبوط بس الصباع كان كبير شوية,2
01:01 #علامات,2
و جدير بالذكر ان الدب الروسى بيشجع جماعات مسلحه #بوتين طلع داعم للإرهاب #اوكرانيه #مصر,0
مداخلة نجيب ساويرس مع الإبراشيي وتعليقه على إستقالة دالبرادعي وأحداث مصر,3
لن يعود لمصر توازنها الا بحل سياسي يبدأ بالشفافية و المصداقية وبحكومة انقاذ وطني من أجل استعادة الأمن وتعافي الاقتصاد وبدستور لكل المصريين,1
تعليق صباح على تسجيل #حمدين_صباحي بشأن محاكمة #السيسي #تحيا_مصر #مصر #الاخوان #باسم_طلع_حرامي #حركة_كايدينهم,1
انهيار اقتصادى شنيع وانهيارات امنية وسياسية واعلامية غير مسبوقة مصر لن تجد طعاما وشرابا لشعبها خلال شهور اذا استمر الانقلاب,2
لغير أهل القانون: هناك فارق بين إسناد سلطة التشريع من خلال إعلان دستورى للجنة التأسيسية، أو حتى رئيس الجمهورية، وبين إهدار السلطة القضائية,2
أبواب مغلقة | رهانات النظام السياسي البريطاني,2
#أشاهد_الآن #أوتار_القلوب_الموسم_1_الحلقة_24 على شاهدنت عبر,2
احيي اخواني في حزب البناء والتنمية (الجماعة الاسلامية) علي موقفهم الوطني الرائع، حيث قدموا مصلحة الوطن علي انفسهم،وكانوا سببا في جمع الكلمة1,3
ياخى الفجيكات دول يتحبوا من غير مقدمات كده :) #نوبة,3
انتهى زمن #الرئيس الذي يمنح وجاء زمن الشعب الذي يجد ويعتز بكرامته؛ وما اعتمدته لكم هو بعض حقكم؛ فأنتم الذين تمنحون ولست …,1
إن ذكر الرحمن يُذهب الأحزان #أحبك_ربي,3
رضا عبدالسلام: كلام دعبدالمنعم أبوالفتوح الاقرب إلى الناس وهو علامة من علامات مصر هو شخصية مصرية مضحية حتى النخاع,3
"""6: #متحرر #متحررين_بصمت #تحرر_متزوجين #تحرش محارم",2
يافدي النصر ويازين الملعب غايه في الروعه والجمال ️️️️️️️️️  # #النصر_الشباب …,2
نتمنى التوفيق لأخواتنا المسيحيين فى إختيار رئيس للكنيسة المصرية هذه المؤسسة الوطنية التى يعتز بها كل مصري,2
أتقدم بخالص التهنئة إلى الإخوة الأقباط بمناسبة عيد الميلاد المجيد أعاده الله على مصر بالأمن والرخاء,3
كلامي ليس له علاقة بمصالحةو لا نيلة اعلي دولة القانون و ناخد حقنا منهم بالقانون بس المكارثية اللي شغالة دي مصيبة,2
واخيرا بعد غياب 3 اسابيع يعود قطع النور من جديد #النور_قطع =,2
ولما تبص #حواليك هتعرف انك #احسن من ناس #كتير عشان كده #لازم تقول #الحمد_لله,3
"#ولاد_البلد #المنصورة #مصراوي أهالي السائق القتيل يهاجمون قوات الداخلية، ويرددون هتافات "" الداخلية بلطجية"" أمام",2
خراب وطن عند قوم فوائد - باسم يوسف :: بوابة الشروق :: نسخة الموبايل ::,2
حركة انت الريس تطالب بعودة الفريق شفيق لمصر,2
هو انا عشان بعمل الصح وبغير من نفسى للأحسن ابقى كده معقده #مجتمع_مريض #حافظ_مش_فاهم :),0
تريكه معانا كل رمز حلو فى مصر من شعبنا وشعبهم بيادة وطرطور وبلاوى ومطرب ورقاصة,1
بالفيديو عاكشة: والله هيفاء وهبى ست مش طرية واللى يتجوزها يبقى خد خازوق #مصر #توفيق_عكاشة,0
الذين انتخبوا شفيق ليسوا بالضرورة فلول الفلول ببساطة هم كل من اشترك واستفاد من فساد مبارك لا يمكن للثورة ان تتحالف معهم لانها قامت ضدهم,0
تابعواالأن #نقطة_لقاءمع #يوسف_الحسينى دمجدى عبد الحميد المنسق العام للجنة الشعبية المشاركة في إعداد الدستور …,2
الأمن مستقر بـ #جنوب سيناءوتأمين كامل للقناة,2
اقسم بالله هاصلي علي النبي اللهم صلي علي سيدنا محمد #باسم,2
#يوسف_الحسيني مش كل اللي مربي لحية يبقى إخواني وإرهابي #السادة_المحترمون,2
مازالنا فى إنتظار الإعلان عن التحقيق مع الرؤوس الكبرى للنظام هل إقتصر الفساد على قيادات الصف الثانى؟!,1
ربنا يبارك فيكم,3
#الزمالك لجماهيرة #رجعوا_الجماهير,2
